url,reply
https://n.news.naver.com/mnews/article/366/0000812746?sid=104,"[
			        한국의 테라폼 랩스(이하 테라)가 발행한 스테이블코인(가격변동이 없는 암호화폐)인 ‘테라USD’(UST)의 안정성에 대한 의구심이 커지면서 비트코인 3만 달러선이 붕괴했다고 경제전문매체 CNBC가 10일(현지 시각) 보도했다.



비트코인 가치가 하락하는 모습을 구현한 이미지 컷. /트위터 캡처        글로벌 코인시황 중계 사이트인 코인마켓캡에 따르면 시가 기준으로 4번째로 큰 스테이블코인이자 11번째로 큰 암호화폐인 UST는 지난 주말 대규모 인출 사태 이후 월요일 69센트까지 하락했다.스테이블코인은 보통 달러와 같은 정부 발행 통화와 1대1로 페그(고정)돼 있다. 그러나 전통적인 스테이블 코인과 달리 UST는 다른 알고리즘을 채택하고 있다.다른 스테이블코인 발행업체들은 1대1 달러 페그를 유지하기 위해 달러 채권이나 어음 등을 준비자산으로 보유하지만 UST는 준비자산으로 암호화폐를 보유한다. 가치가 변동하는 암호화폐 ‘루나’와 관계를 통해 달러 페그를 유지하는 것.테라는 이를 위해 현재까지 비트코인 약 35억 달러(4조4700억원)어치를 사들였다. 또, 앞으로 비트코인 보유량을 100억 달러어치까지 늘릴 계획이다.그런데 UST에 대한 의구심으로 뱅크런 사태가 발생, 가격이 폭락하자 테라가 UST의 가치를 유지하기 위해 비트코인을 대량 매도하고 있거나 할 것이라 우려가 급부상했다. 이에 따라 전일 비트코인 가격은 지난해 7월 이후 처음으로 3만 달러가 붕괴됐다. 이로써 비트코인은 지난해 11월 기록한 사상최고치에서 50% 이상 폭락했다.11일 오전 11시 30분 현재(한국 시각) 비트코인은 24시간 전보다 0.57% 상승한 3만1411달러를 기록하고 있으며, UST는 0.8237달러에 거래되고 있다.코인 메트릭스의 공동설립자인 닉 카터는 CNBC와 인터뷰에서 “시장은 테라가 UST의 가치를 유지하기 위해 비트코인을 팔고 있다고 보고 있다. 지금까지 알고리즘에 기반한 어떤 스테이블코인도 성공한 적이 없으며, 테라도 예외는 아닐 것”이라고 말했다.암호화폐 테라(UST)와 루나의 개발업체인 테라폼 랩스를 공동 창업한 권도형 최고경영자(CEO)는 미국 스탠퍼드대를 졸업했고 애플과 마이크로소프트(MS)에서 엔지니어로 일했다. 이후 2018년에 소셜커머스 티몬 창업자인 신현성 씨와 함께 테라폼 랩스를 설립했다.
]"
https://n.news.naver.com/mnews/article/001/0013166495?sid=104,"[




비트코인 등 가상화폐 모형 이미지[AFP 연합뉴스 자료사진. 재판매 및 DB 금지]    (로스앤젤레스=연합뉴스) 정윤섭 특파원 = 비트코인이 9일(현지시간) 폭락하며 3만 달러 선으로 주저앉았다.    가상화폐 정보업체 코인데스크에 따르면 비트코인 가격은 미국 동부 시간 기준 오후 4시 현재 24시간 전과 비교해 10.57% 추락한 3만929.70달러에 거래됐다.    비트코인은 지난 8일 3만4천 달러 대로 추락하며 작년 11월 역대 최고점(약 6만9천 달러) 대비 반 토막이 난 데 이어 이날 미국 뉴욕 증시가 하락하자 또 수직 추락했다.    이더리움 등 다른 가상화폐도 일제히 폭락했다.    블룸버그 통신은 비트코인 가격이 최고점 대비 50% 넘게 빠지는 등 낙폭을 확대했다며 인플레이션과 통화 긴축 정책으로 글로벌 투자자들이 위험 자산에서 이탈하고 있다고 진단했다.    억만장자 가상화폐 투자자인 마이클 노보그래츠 갤럭시디지털 최고경영자(CEO)는 ""가상화폐 가격이 새로운 균형점을 찾을 때까지 나스닥 시장과 연동돼 거래될 것""이라며 ""더 큰 손실이 있을 것""이라고 경고했다.    이어 ""적어도 다음 몇 분기 동안 매우 불안정하고 변동성이 크며 어려운 시장이 펼쳐질 것""이라고 전망했다.    전문가들은 금리 인상으로 타격을 받은 증시와 가상화폐 시장의 동조화 현상이 이어지면서 비트코인 하락세가 계속될 것으로 예상했다.    가상화폐 거래소 볼드의 다르샨 바시쟈 CEO는 ""인플레이션 공포로 대부분 투자자가 위험을 줄이기 위해 주식과 가상화폐를 함께 내다 팔고 있다""고 설명했다.    암호화폐 투자 플랫폼 머드렉스의 에둘 파텔 CEO는 ""며칠 동안 하락세가 이어질 것 같다""며 ""3만 달러 대를 시험할 수 있다""고 전했다.    블룸버그 통신에 따르면 스탠더드앤드푸어스(S&amp;P) 500지수와 비트코인의 최근 40일간 상관관계 지표는 0.82를 기록했다.    이 지표가 1이면 주식과 비트코인이 완전한 동조현상을 보인다는 뜻이고, -1이면 두 자산 가격이 반대로 움직인다는 의미다.    jamin74@yna.co.kr
]"
https://n.news.naver.com/mnews/article/214/0001195550?sid=104,"[




자료사진대표적인 가상화폐인 비트코인 가격이 10일 한때 3만달러 우리 돈 약 3천829만원 아래로 떨어졌다고 블룸버그통신이 보도했습니다.코인데스크에 따르면 비트코인은 전날 뉴욕증시 급락의 영향으로 이날 오전에 2만9천763.13달러까지 하락했는데, 3만달러선이 무너진 것은 작년 7월 이후 처음입니다.지난해 11월 6만9천달러에 근접하면서 역대 최고가를 기록했던 비트코인은 최근 뉴욕증시 급락과 나란히 약세를 보이고 있습니다.전문가들은 인플레이션을 잡기 위한 통화긴축 정책으로 유동성이 줄면서 투자자들이 투기성 자산에서 발을 빼자 비트코인 가격도 하락하고 있다고 설명했습니다.또 미 연방준비제도의 기준금리 인상으로 타격을 받은 증시와 가상화폐 시장이 동조화 현상을 보이고 있어 비트코인 하락세가 당분간 이어질 가능성이 있다고 관측했습니다.억만장자 가상화폐 투자자인 마이클 노보그래츠는 상황이 앞으로 더욱 악화할 수 있다면서 적어도 향후 수 분기 동안은 변동성이 큰 어려운 시장이 될 것으로 내다봤습니다.한편 블룸버그는 가상화폐 시장이 미 달러화에 1대 1로 가치가 고정된 스테이블코인인 테라(UST)의 상황을 주시하고 있다고 전했습니다.가상화폐 정보사이트인 코인게코에 따르면 이날 테라의 가치는 70센트 아래로 떨어진 상태입니다.블룸버그는 UST를 발행한 테라폼 랩스의 권도형 최고경영자가 테라 가치를 부양하려고 움직이고 있다면서 테라를 위해 비트코인을 사들이는 조직인 '루나파운데이션가드'가 테라의 달러 페그 강화를 위해 비트코인과 테라로 15억달러 우리 돈 약 1조9천155억원 상당의 채권을 발행할 계획이라고 말했습니다.권도형 CEO는 올해 초 테라 가치 부양을 위해 100억달러어치의 비트코인 매입을 약속해 주목받은 바 있습니다.
]"
https://n.news.naver.com/mnews/article/421/0006080999?sid=104,"[




© News1 DB(서울=뉴스1) 박형기 기자 = 추락을 거듭하던 비트코인이 결국 3만 달러가 붕괴됐다고 블룸버그통신이 10일 보도했다.블룸버그통신은 비트코인이 아시아 거래소에서 결국 3만 달러가 붕괴됐다고 전했다.◇ 비트코인 3만 달러 붕괴는 지난해 7월 이후 처음 : 비트코인은 아시아 거래에서 2만9992달러까지 밀렸다. 비트코인은 지난해 7월 이후 처음으로 3만 달러가 붕괴됐다. 이로써 비트코인은 지난해 11월 기록했던 최고점 대비 55% 폭락했다.같은 시각 글로벌 암호화폐(가상화폐) 시황 중계사이트인 코인마켓캡에서도 비트코인은 24시간 전보다 12.09% 폭락한 2만9999달러를 기록, 3만 달러가 붕괴됐다.   



이 시각 현재 주요 암호화폐 시황 - 코인마켓캡 갈무리갤럭시 디지털 홀딩스를 이끄는 억만장자 암호화폐 투자자 마이클 노보그라츠는 “상황이 더 나빠질 것”이라고 경고했다.



마이클 노보그라츠 - 불름버그 갈무리그는 ""추후 수분기 동안 비트코인은 매우 불안정한 상태를 유지할 것""이라며 ""시장이 균형에 이르기까지 상당한 시간이 걸릴 전망""이라고 말했다.◇ 스테이블코인도 비상 : 비트코인이 폭락함에 따라 ‘스테이블코인’도 비상이 걸렸다. 한국의 암호화폐 업체인 테라가 발행한 코인(UST)이 달러 페그가 한때 깨졌기 때문이다. UST는 달러와 연동돼 있는 ‘스테이블코인’이다. 1UST 당 1달러에 페그(고정)돼 있다. 그런데 UST가 장중 한때 0.987달러까지 내려가 1달러 페그가 깨졌다.비트코인이 폭락하자 UST의 달러 페그가 깨진 것으로 보인다. 전주에도 UST의 달러 페그가 깨졌었다. UST는 달러와 페그돼 있으며, 그 가치는 루나가 지지하고 있다. 이를 위해 루나 파운데이션은 최근 비트코인을 매집해 왔다.권도형 테라 최고경영자(CEO)는 최근 2조원 규모의 비트코인을 추가로 매입했다. 이로써 테라가 보유한 비트코인은 약 35억 달러(4조4467억원)에 달한다. 테라는 비트코인 보유량을 100억달러(12조7200억원)까지 늘릴 계획이다.권 대표가 UST의 가치를 유지하기 위해 고군분투해야 할 것으로 보인다고 블룸버그는 전했다.
		]"
https://n.news.naver.com/mnews/article/081/0003271784?sid=104,"[
3만달러선으로 수직 추락법정통화 채택 엘살바도르다시 500개 추가 매수했다



나이브 부켈레 살바도르 대통령이 엘살바도르 올드 쿠스카틀란의 제라르도 바리오스 대령 사관학교에서 신병 졸업식에 참석하고 있다. AFP 연합뉴스세계 최초로 가상자산(암호화폐) 비트코인을 법정통화로 채택한 엘살바도르의 나이브 부켈레(40) 대통령이 올해 비트코인의 개당 가격이 10만 달러(약 1억 2000만원)에 도달할 것이라며 정부 돈으로 비트코인을 사들였지만, 마이너스 수익률을 기록하고 있다.비트코인은 9일(현지시간) 3만 달러 선으로 폭락했다. 전날 3만4000달러 대로 추락한 비트코인은 지난해 11월 역대 최고점(약 6만9000달러) 대비 반 토막이 났고, 미국 뉴욕 증시가 하락하자 수직 추락했다.블룸버그 통신은 비트코인 가격이 최고점 대비 50% 넘게 빠지는 등 낙폭을 확대했다며 인플레이션과 통화 긴축 정책으로 글로벌 투자자들이 위험 자산에서 이탈하고 있다고 진단했다. 억만장자 가상화폐 투자자인 마이클 노보그래츠 갤럭시디지털 최고경영자(CEO)는 “더 큰 손실이 있을 것”이라고 경고했다.전문가들은 금리 인상으로 타격을 받은 증시와 가상화폐 시장의 동조화 현상이 이어지면서 비트코인 하락세가 계속될 것으로 예상했다. 가상화폐 거래소 볼드의 다르샨 바시쟈 CEO는 “인플레이션 공포로 대부분 투자자가 위험을 줄이기 위해 주식과 가상화폐를 함께 내다 팔고 있다”고 설명했다.



나이브 부켈레 엘살바도르 대통령이 엘살바로드 미사타에서 열린 중남미 비트코인·블록체인 컨퍼런스 폐막식에서 ‘비트코인 도시’ 건설 계획을 발표하고 있다. 2021.11.20 미사타 로이터 연합뉴스40세 대통령의 ‘비트코인 신봉’부켈레 대통령은 지난해 9월부터 정부 돈으로 비트코인을 사들였다. 블룸버그에 따르면 약 2301개의 비트코인을 사들인 것으로 추산된다. 엘살바도르 정부의 비트코인 평균 매수단가는 5만1056달러로, 총 매수 비용이 7100만 달러일 것이라고 추정되는 가운데, 현재 비트코인 가격은 3만 달러대로 떨어졌다. 엄청난 손실이 예상되는 상황이다.부켈레 대통령은 비트코인이 폭락하자 급하게 500개를 추가 매수했다. 부켈레 대통령은 “방금 저가 매수를 했다. 비트코인 500개를 평균 단가 3만744달러(약 3928만원)에 샀다”고 밝혔다. 부켈레 대통령은 국민에게 30달러 상당의 비트코인 ‘보너스’까지 지급하며 비트코인 사용을 유도하고 있으나 여전히 널리 통용되지는 않고 있는 상황이다.부켈레 대통령은 2022년 비트코인과 관련한 6가지 예측을 내놨다. 비트코인 가격이 10만 달러까지 오르고, 올해 2개 국가가 비트코인을 법정통화로 채택할 것이라고 전망했다. 비트코인을 법정화폐로 채택하는 국가가 늘어난다면 비트코인 가치는 상승할 가능성이 높다고 본 것이다.최근 중앙아프리카공화국이 엘살바도르에 이어 두 번째로 가상화폐 비트코인을 법정 통화로 채택한 나라가 됐지만, 그의 희망회로와는 다르게 비트코인은 급락하며 불안정한 흐름을 보이고 있다. 알레한드로 셀라야 엘살바도르 재무장관은 최근 정부가 보유 비트코인의 일부를 다시 달러로 전환했다고 밝혔지만 구체적인 내용은 함구했다. 정부 차원에서 비트코인을 매수하면서도 관련 정보를 전혀 공개하지 않는 불확실한 경제 정책으로 엘살바도르 국채 가격은 약세를 이어가고 있다.



엘살바도르 정부가 세계 최초로 비트코인을 공식 화폐로 채택한 첫날인 지난 7일(현지시간) 수도 산살바도르에서 한 시민이 이에 항의하는 시위를 벌이고 있다.산살바도르 로이터 연합뉴스“엘살바도르의 BTC 실험은 실패”전미경제연구소(NBER)는 최신 보고서를 통해 엘살바도르의 비트코인 도입 실험이 실패를 겪고 있다고 평가했다. NBER가 진행한 설문조사에 따르면 엘살바도르 국민 응답자의 60% 이상이 정부가 보너스 개념으로 제공한 30달러를 사용한 후 정부의 비트코인 월렛인 치보(Chivo)를 이용하지 않고있다고 답했다.전체 응답자의 60%는 인터넷을 이용할 수 있는 스마트폰을 보유하고 있음에도 불구하고 치보를 다운로드 하지 않았다고 답했다. 치보를 통한 송금 서비스를 사용한 적 없다고 답한 응답자는 전체의 89%, 세금을 납부한 적 없다고 답한 응답자는 전체의 99%였다.또한 대다수의 응답자가 전국에 설치된 치보 ATM를 한번도 사용해 본적 없다고 전했다. 유투데이는 “얼마전까지만 해도 비트코인 관련 트윗을 끊임 없이 게재했던 부켈레 대통령이 이제는 조직 폭력단 관련 내용만 올리고 있다”고 설명했다.
		]"
https://n.news.naver.com/mnews/article/003/0011173251?sid=101,"[




[서울=뉴시스] 권창회 기자 = 비트코인 하락세가 계속되고 있는 9일 오전 서울 서초구 빗썸 고객센터 전광판에 비트코인 시세가 표시되고 있다. 비트코인 가격은 지난해 말부터 꾸준히 하락해 역대 최고점을 기록한 지난해 11월 6만7802.30달러(약 8614만2440원)와 비교해 6개월 만에 반 토막이 됐다. 2022.05.09. kch0523@newsis.com[서울=뉴시스] 김제이 기자 = 미국의 금리 인상 이후 코인시장이 직격탄을 맞으며 공포가 확산되고 있다. 비트코인은 8% 넘게 내리며 올해 이후 최저가를 기록했다.10일 오전 8시56분 기준국내 암호화폐 거래소 빗썸에서 비트코인은 24시간 전보다 9.05% 내린 4061만원을 기록했다. 같은 시각 업비트에서는 4093만원을 나타냈다. 글로벌 암호화폐 시황 중계 사이트 코인마켓캡에서는 3만910달러로 24시간 전보다 9.69% 내렸다. 일주일 전보다는 무려 20.10% 하락한 가격이다.비트코인은 지난 4일(현지시간) 5월 연방공개시장위원회(FOMC) 정례회의 후 반짝 반등세를 보인 후 연이은 내리막길을 걷고 있다. 미국의 중앙은행인 연방준비제도(Fed·연준)이 FOMC  정례회의 후 기준금리를 0.5%포인트 올리는 '빅스텝'을 현실화하면서 코인 시장에 금리 인상 공포가 본격화되기 시작했다. 지난 5일 5000만원대까지 올랐던 비트코인은 닷새 만에 1000만원이 증발하며 4000만원까지 내려왔다.이날 폭락으로 비트코인은 올해 들어 최저점을 기록하게 됐다. 국내 가상자산 거래소 업비트 기준으로 비트코인은 지난 1월24일 4087만원을 기록하며 바닥을 찍고 상승하기 시작했다가 이날 4073만원까지 가격이 내렸다. 지난해 11월에 기록한 사상 최고가인 8270만원(업비트 기준)과 비교하면 절반을 넘어서는 하락율이다. 비트코인은 이날 기준 최고가 대비 50.75% 급락했다.알트코인(얼터너티브 코인·비트코인을 제외한 나머지 대체 암호화폐) 대장 이더리움도 비트코인과 비등한 하락세를 나타내고 있다. 이날 같은 시각 빗썸과 업비트에서 8%가 훌쩍 넘는 내림세를 기록하며 각각 301만, 304만원대에서 거래되고 있다. 코인마켓캡에서는 2283달러를 나타냈다. 이는 24시간 전보다 9.87%, 일주일 전보다는 20.45% 하락한 수준이다.최근 암호화폐 전문 매체 코인데스크US에서는 비트코인의 다음 가격으로 2만9000달러를 제시한 바 있다. 이는 현재 가격과 3.3%의 차이 밖에 나지 않아 곧 다음 가격으로의 추가 하락세를 무시할 수 없는 상황이다.제프리 할리 오안다 아시아태평양 수석 마켓 애널리스트는 현재 상황이 지속될 경우 2만달러까지 내려갈 수 있다고 언급하기도 했다. 또 마이클 노보그래츠 갤럭시디지털 최고경영자(CEO)는 ""암호화폐 가격이 새로운 균형점을 찾을 때까지 나스닥 시장과 연동돼 거래될 것""이라며 ""더 큰 손실이 있을 수 있다""고 경고했다. 실제로 비트코인은 나스닥 100 지수(NDX)와 강한 동조화 현상을 보이며 상관계수를 높여가고 있다．
]"
https://n.news.naver.com/mnews/article/018/0005211170?sid=105,"[
3만4000달러 하회, 작년 사상 최고점 대비 절반 수준회의론자 피터 시프 ""3만달러 깨지면 1만달러 아래로 추락할 수도""트레이딩 전문가 등 ""다음 지지선 2만8000달러""""미 증시 타격 받으면 비트코인도 위험""



(사진=이미지투데이)[이데일리 김국배 기자] 비트코인이 지난해 사상 최고가(약 6만9000달러) 대비 반 토막이 나는 등 약세가 확연한 가운데, 추가 하락을 경고하는 목소리가 나오고 있다. 인플레이션과 경기 침체 가능성에 비트코인이 연일 하락하면서 투자자들의 불안감도 커지고 있다.월가의 비관론자 중 한 명인 피터 시프 유로퍼시픽 캐피털 최고경영자(CEO)는 한국시간으로 9일 새벽 트위터에 “비트코인이 3만달러 아래로 떨어지면 1만달러 아래로 추락할 가능성이 높아 보인다”며 “비트코인 투자자들은 지금 매우 중요한 결정을 해야 한다는 의미”라고 적었다.그는 이어 자신의 설문조사에 응답한 1만6000명 중 80% 이상이 ‘비트코인이 3만달러 아래로 떨어질 것’이라고 응답했다며 “현재 가격(3만4500달러)을 감안할 때 지금 팔고 하락 후 다시 사는 게 어떻겠냐”고도 했다.



피터 시프 유로퍼시픽 캐피털 CEO 트위터 캡처앞서 이름난 암호화폐 투자자인 피터 브란트 팩터트레이딩 대표도 이달 초 트위터를 통해 “비트코인이 3만2000달러선을 깨고 2만8000달러선까지 떨어질 수 있다”며 가격 조정이 길어질 수 있다고 예상했다. 외환중개업체 오안다의 제프리 할리 애널리스트 역시 “위험 심리가 심화되면 다음 지지선은 2만8000달러선이 될 것”이라고 분석한 바 있다.최근 비트코인이 고전을 면치 못하는 건 미국 중앙은행인 연방준비제도(Fed)가 인플레이션 ‘불길’을 잡기 위해 22년만에 ‘빅스텝’을 단행하고, 연내 2번 더 빅스텝에 나설 것으로 전망되는 등 공격적인 긴축 정책이 투자 심리를 얼어붙게 만들고 있기 때문이다.전통적인 안전 자산인 ‘금’에 비견되며 ‘디지털 금’이라는 별명이 붙었던 비트코인은 작년 하반기부터 증시와 동조화 현상이 뚜렷해졌다. 사실상 위험 자산으로 여겨지며 시장에 공포가 번질 때마다 하락하고 있다. 실제로 블룸버그에 따르면 비트코인과 미국 주가지수 S&amp;P500의 40일 상관계수는 0.82까지 올라갔다. 상관계수가 1에 가까울수록 같은 방향으로 움직인다는 뜻이다.이날 오후 5시 48분께 비트코인 가격은 코인마켓캡 기준 3만3595달러까지 내려간 상태다. 24시간 전보다 3.3% 하락한 것으로, 작년 11월 기록했던 사상 최고가의 절반에도 못 미친다. 올해 들어 30% 가량 떨어지며 시가총액은 6400억달러 밑으로 내려갔다. 국내 비트코인 값도 4380만대까지 추락했다. 비트코인에 이어 시총이 두 번째로 큰 암호화폐인 이더리움도 4.5% 하락하며 2447달러 수준에 거래됐다.
]"
https://n.news.naver.com/mnews/article/243/0000026231?sid=101,"[
미국 증시 급락 영향   



비트코인 이미지 [연합뉴스]    비트코인 가격이 폭락했다. 미국 증시가 급락하면서 비트코인 가격 역시 폭락하는 모습이다.    10일 암호화폐 시황 사이트 코인마켓캡에 따르면 비트코인은 이날 오전 8시15분께 전날보다 9.41% 하락한 3만1033달러를 기록 중이다. 이더리움은 9.52%, 솔라나는 13.49% 각각 하락했다. 비트코인이 3만달러 대까지 밀린 것은 지난해 7월 이후 처음이다.    이날 국내 업비트 기준으로 비트코인은 전날보다 7.77% 하락한 4129만원을 기록 중이다.    비트코인은 지난 8일 3만4000달러 대로 추락하며 지난해 11월 역대 최고점(약 6만9000 달러) 대비 반 토막이 난 데 이어 이날 미국 뉴욕 증시가 하락하자 또 수직 추락했다.    비트코인이 폭락한 것은 인플레이션과 경기 둔화 우려에 미국 증시가 급락한 영향이다.    9일(현지시각) 뉴욕증권거래소에서 다우존스30산업평균지수는 전장보다 1.99% 하락한 3만2245.70으로 거래를 마쳤으며, 스탠다드앤드푸어스(S&amp;P)500지수는 3.20% 떨어진 3991.24로 장을 마쳤다.      기술주 중심의 나스닥 지수는 521.41포인트(4.29%) 급락한 1만1623.25에 장을 마감했다. 특히 S&amp;P지수는 지난해 3월31일 이후 1년 만에 4000 아래로 떨어졌다.  
]"
https://n.news.naver.com/mnews/article/023/0003690572?sid=101,"[




/뉴스1										10일 서울 서초구에 있는 가상화폐 거래소 빗썸 고객지원센터 전광판에 비트코인 시세 그래프가 표시돼 있다. 글로벌 증시가 약세를 보인 이날 비트코인 가격이 3만달러 선 아래로 추락하는 등 가상화폐 가격도 떨어졌다. 가상화폐 시황 사이트 코인마켓캡에 따르면 이날 비트코인의 가격은 2만9962달러까지 추락했다가 소폭 반등했다. 미국 연방준비제도의 긴축적 통화 정책이 주식과 함께 가상화폐 가격도 끌어내리고 있는 것이다.
]"
https://n.news.naver.com/mnews/article/119/0002602922?sid=101,"[
전날 엘살바도르 500개 매입…“고래가 물량 흡수”



홍콩 비트코인 ATM 옆에 전시돼있는 비트코인.ⓒAP=뉴시스[데일리안 = 이건엄 기자] 비트코인이 대형 투자자인 ‘고래’의 저가 매집에 힘입어 하락세가 다소 진정된 모습이다. 개미들이 공포에 질려 던진 매물을 고래들이 대거 사들이며 지지선을 형성하고 있다는 분석이다. 다만 미국 소비자 물가지수 발표가 임박함에 따라 추가 긴축에 대한 우려 역시 여전한 만큼 상승세로 전환하기엔 다소 역부족이라는 평가가 나온다.11일 암호화폐 거래소 업비트에 따르면 이날 오후 2시 10분 기준 1비트코인은 4180만1000원으로 전날 대비 1.8% 올랐다. 빗썸에서는 1.1%오른 4150만9000원을 기록 중이다. 암호화폐는 주식과 달리 거래소 단위로 거래 가격이 매겨지기 때문에 같은 종류의 가상화폐라도 거래소에 따라 가격에 다소 차이가 있다.비트코인은 전날까지만 하더라도 미국 주요 증시의 하락과 긴축 정책에 대한 우려로 투자자들이 대거 일탈하면서 가파른 하락세를 보였다. 하지만 엘살바도르를 시작으로 일부 대형 투자자들이 다시금 매집에 나서면서 4100만원대를 지키고 있는 상황이다.실제 나이브 부켈레 엘살바도르 대통령은 전날 트위터에 엘살바도르가 방금 저점에서 매수했다”며 “비트코인 500개를 평균 단가 3만744달러(약 3900만 원)에 구매했다고 밝혔다. 이는 지난해 9월 법정통화로 비트코인을 채택한 후 단일 최대 매수다. 엘살바도르 정부는 이날 구매를 포함해 총 7170만 달러 규모의 비트코인 2301개를 보유하게 됐다.같은날 암호화폐 애널리스트 라이트크립토도 ”비트파이넥스 고래들은 작년 7월에 그랬듯, 당신의 매도 물량을 흡수하고 있다“고 말했다.다만 물가 상승률이 여전히 높은 만큼 각국의 긴축정책에 따른 금리인상 불확실성은 지속될 전망이다. 금리 인상이 다시금 파격적으로 이뤄질 경우 비트코인 시세에 큰 영향을 미치는 미국 주요 증시 역시 약세장이 예상되기 때문에 시장 전반에는 부정적 기류가 지속될 전망이다. 4월 소비자물가지수는 11일 발표될 예정이다.한편 알트코인 대장주 이더리움은 같은시간 업비트와 빗썸에서 각각 314만8000원, 313만3000원에 거래되고 있다. 이는 전날 대비 1.7%, 0.4% 오른 것이다.
		]"
